TIMESTAMP_MS,STATE,TEMP_CURRENT,TEMP_SETPOINT,HUMIDITY_RH,PID_DUTY,EXHAUST_STATE,ERROR_MSG
10600,HEATING,39.24,65.0,59.9,83.2,1,NORMAL
10800,HEATING,39.41,65.0,59.7,86.6,1,NORMAL
11000,HEATING,39.59,65.0,59.6,84.8,1,NORMAL
11200,HEATING,39.74,65.0,59.4,83.3,1,NORMAL
11400,HEATING,39.98,65.0,59.3,84.6,1,NORMAL
11600,HEATING,40.13,65.0,59.1,76.9,1,NORMAL
11800,HEATING,40.32,65.0,59.0,83.6,1,NORMAL
12000,HEATING,40.46,65.0,58.8,79.1,1,NORMAL
12200,HEATING,40.61,65.0,58.7,83.1,1,NORMAL
12400,HEATING,40.77,65.0,58.5,81.3,1,NORMAL
12600,HEATING,40.93,65.0,58.4,79.7,1,NORMAL
12800,HEATING,41.08,65.0,58.2,79.4,1,NORMAL
13000,HEATING,41.26,65.0,58.1,79.8,1,NORMAL
13200,HEATING,41.45,65.0,57.9,76.8,1,NORMAL
13400,HEATING,41.64,65.0,57.8,75.2,1,NORMAL
13600,HEATING,41.81,65.0,57.6,75.0,1,NORMAL
13800,HEATING,41.99,65.0,57.5,75.4,1,NORMAL
14000,HEATING,42.14,65.0,57.3,73.7,1,NORMAL
14200,HEATING,42.34,65.0,57.2,75.5,1,NORMAL
14400,HEATING,42.46,65.0,57.0,71.3,1,NORMAL
14600,HEATING,42.58,65.0,56.9,77.0,1,NORMAL
14800,HEATING,42.7,65.0,56.7,76.2,1,NORMAL
15000,HEATING,42.86,65.0,56.6,75.0,1,NORMAL
15200,HEATING,42.98,65.0,56.4,72.1,1,NORMAL
15400,HEATING,43.16,65.0,56.3,75.0,1,NORMAL
15600,HEATING,43.33,65.0,56.1,69.3,1,NORMAL
15800,HEATING,43.44,65.0,56.0,69.8,1,NORMAL
16000,HEATING,43.6,65.0,55.8,73.9,1,NORMAL
16200,HEATING,43.76,65.0,55.7,69.3,1,NORMAL
16400,HEATING,43.9,65.0,55.5,68.3,1,NORMAL
16600,HEATING,44.0,65.0,55.4,70.1,1,NORMAL
16800,HEATING,44.1,65.0,55.2,72.6,1,NORMAL
17000,HEATING,44.27,65.0,55.1,71.8,1,NORMAL
17200,HEATING,44.39,65.0,54.9,65.6,1,NORMAL
17400,HEATING,44.48,65.0,54.8,69.5,1,NORMAL
17600,HEATING,44.65,65.0,54.6,71.2,1,NORMAL
17800,HEATING,44.72,65.0,54.5,64.9,1,NORMAL
18000,HEATING,44.88,65.0,54.3,71.8,1,NORMAL
18200,HEATING,44.93,65.0,54.2,64.5,1,NORMAL
18400,HEATING,45.07,65.0,54.0,72.3,1,NORMAL
18600,HEATING,45.16,65.0,53.9,65.2,1,NORMAL
18800,HEATING,45.28,65.0,53.7,68.6,1,NORMAL
19000,HEATING,45.4,65.0,53.6,66.3,1,NORMAL
19200,HEATING,45.45,65.0,53.4,65.2,1,NORMAL
19400,HEATING,45.55,65.0,53.3,70.3,1,NORMAL
19600,HEATING,45.69,65.0,53.1,66.3,1,NORMAL
19800,HEATING,45.74,65.0,53.0,63.3,1,NORMAL
20000,HEATING,45.86,65.0,52.8,69.6,1,NORMAL
20200,HEATING,45.92,65.0,52.7,63.4,1,NORMAL
20400,HEATING,45.98,65.0,52.5,68.2,1,NORMAL
20600,HEATING,46.05,65.0,52.4,67.3,1,NORMAL
20800,HEATING,46.13,65.0,52.2,67.3,1,NORMAL
21000,HEATING,46.25,65.0,52.1,65.9,1,NORMAL
21200,HEATING,46.34,65.0,51.9,61.7,1,NORMAL
21400,HEATING,46.41,65.0,51.8,64.1,1,NORMAL
21600,HEATING,46.46,65.0,51.6,65.6,1,NORMAL
21800,HEATING,46.55,65.0,51.5,66.8,1,NORMAL
22000,HEATING,46.66,65.0,51.3,63.6,1,NORMAL
22200,HEATING,46.76,65.0,51.2,61.2,1,NORMAL
22400,HEATING,46.85,65.0,51.0,61.7,1,NORMAL
22600,HEATING,46.93,65.0,50.9,62.3,1,NORMAL
22800,HEATING,47.0,65.0,50.7,62.9,1,NORMAL
23000,HEATING,47.07,65.0,50.6,63.1,1,NORMAL
23200,HEATING,47.14,65.0,50.4,62.5,1,NORMAL
23400,HEATING,47.23,65.0,50.3,62.6,1,NORMAL
23600,HEATING,47.33,65.0,50.1,61.4,1,NORMAL
23800,HEATING,47.36,65.0,50.0,59.0,1,NORMAL
24000,HEATING,47.45,65.0,49.8,65.4,1,NORMAL
24200,HEATING,47.47,65.0,49.7,59.3,1,NORMAL
24400,HEATING,47.52,65.0,49.5,65.7,1,NORMAL
24600,HEATING,47.59,65.0,49.4,62.2,1,NORMAL
24800,HEATING,47.69,65.0,49.2,61.2,1,NORMAL
25000,HEATING,45.57,65.0,49.1,100.0,1,NORMAL
25200,HEATING,42.86,65.0,48.9,100.0,1,NORMAL
25400,HEATING,40.56,65.0,48.8,100.0,1,NORMAL
25600,HEATING,38.71,65.0,48.6,100.0,1,NORMAL
25800,HEATING,36.65,65.0,48.5,100.0,1,NORMAL
26000,HEATING,34.54,65.0,48.4,100.0,1,NORMAL
26200,HEATING,31.81,65.0,48.2,100.0,1,NORMAL
26400,HEATING,29.08,65.0,48.1,100.0,1,NORMAL
26600,HEATING,26.94,65.0,47.9,100.0,1,NORMAL
26800,HEATING,24.9,65.0,47.8,100.0,1,NORMAL
27000,HEATING,23.08,65.0,47.6,100.0,1,NORMAL
27200,HEATING,20.72,65.0,47.5,100.0,1,NORMAL
27400,HEATING,18.63,65.0,47.3,100.0,1,NORMAL
27600,HEATING,17.06,65.0,47.2,100.0,1,NORMAL
27800,HEATING,15.52,65.0,47.0,100.0,1,NORMAL
28000,HEATING,13.74,65.0,46.9,100.0,1,NORMAL
28200,HEATING,14.15,65.0,46.7,100.0,1,NORMAL
28400,HEATING,14.54,65.0,46.6,100.0,1,NORMAL
28600,HEATING,14.93,65.0,46.4,100.0,1,NORMAL
28800,HEATING,15.38,65.0,46.3,100.0,1,NORMAL
29000,HEATING,15.79,65.0,46.1,100.0,1,NORMAL
29200,HEATING,16.2,65.0,46.0,100.0,1,NORMAL
29400,HEATING,16.61,65.0,45.8,100.0,1,NORMAL
29600,HEATING,16.96,65.0,45.7,100.0,1,NORMAL
29800,HEATING,17.31,65.0,45.5,100.0,1,NORMAL
30000,HEATING,17.67,65.0,45.4,100.0,1,NORMAL
30200,HEATING,18.1,65.0,45.2,100.0,1,NORMAL
30400,HEATING,18.52,65.0,45.1,100.0,1,NORMAL
30600,HEATING,18.93,65.0,44.9,100.0,1,NORMAL
30800,HEATING,19.35,65.0,44.9,100.0,0,NORMAL
31000,HEATING,19.71,65.0,44.9,100.0,0,NORMAL
31200,HEATING,20.05,65.0,44.8,100.0,0,NORMAL
31400,HEATING,20.4,65.0,44.8,100.0,0,NORMAL
31600,HEATING,20.8,65.0,44.8,100.0,0,NORMAL
31800,HEATING,21.2,65.0,44.8,100.0,0,NORMAL
32000,HEATING,21.59,65.0,44.8,100.0,0,NORMAL
32200,HEATING,21.96,65.0,44.7,100.0,0,NORMAL
32400,HEATING,22.27,65.0,44.7,100.0,0,NORMAL
32600,HEATING,22.61,65.0,44.7,100.0,0,NORMAL
32800,HEATING,22.94,65.0,44.7,100.0,0,NORMAL
33000,HEATING,23.26,65.0,44.7,100.0,0,NORMAL
33200,HEATING,23.62,65.0,44.6,100.0,0,NORMAL
33400,HEATING,23.93,65.0,44.6,100.0,0,NORMAL
33600,HEATING,24.31,65.0,44.6,100.0,0,NORMAL
33800,HEATING,24.62,65.0,44.6,100.0,0,NORMAL
34000,HEATING,24.98,65.0,44.6,100.0,0,NORMAL
34200,HEATING,25.3,65.0,44.5,100.0,0,NORMAL
34400,HEATING,25.63,65.0,44.5,100.0,0,NORMAL
34600,HEATING,25.95,65.0,44.5,100.0,0,NORMAL
34800,HEATING,26.33,65.0,44.5,100.0,0,NORMAL
35000,HEATING,26.65,65.0,44.5,100.0,0,NORMAL
35200,HEATING,26.97,65.0,44.4,100.0,0,NORMAL
35400,HEATING,27.29,65.0,44.4,100.0,0,NORMAL
35600,HEATING,27.66,65.0,44.4,100.0,0,NORMAL
35800,HEATING,27.95,65.0,44.4,100.0,0,NORMAL
36000,HEATING,28.23,65.0,44.4,100.0,0,NORMAL
36200,HEATING,28.54,65.0,44.3,100.0,0,NORMAL
36400,HEATING,28.88,65.0,44.3,100.0,0,NORMAL
36600,HEATING,29.18,65.0,44.3,100.0,0,NORMAL
36800,HEATING,29.45,65.0,44.3,100.0,0,NORMAL
37000,HEATING,29.73,65.0,44.3,100.0,0,NORMAL
37200,HEATING,30.08,65.0,44.2,100.0,0,NORMAL
37400,HEATING,30.42,65.0,44.2,100.0,0,NORMAL
37600,HEATING,30.71,65.0,44.2,100.0,0,NORMAL
37800,HEATING,31.03,65.0,44.2,100.0,0,NORMAL
38000,HEATING,31.35,65.0,44.2,100.0,0,NORMAL
38200,HEATING,31.66,65.0,44.1,100.0,0,NORMAL
38400,HEATING,31.97,65.0,44.1,100.0,0,NORMAL
38600,HEATING,32.23,65.0,44.1,100.0,0,NORMAL
38800,HEATING,32.54,65.0,44.1,100.0,0,NORMAL
39000,HEATING,32.86,65.0,44.1,99.6,0,NORMAL
39200,HEATING,33.17,65.0,44.0,98.3,0,NORMAL
39400,HEATING,33.44,65.0,44.0,97.6,0,NORMAL
39600,HEATING,33.69,65.0,44.0,99.5,0,NORMAL
39800,HEATING,34.02,65.0,44.0,100.0,0,NORMAL
40000,HEATING,34.31,65.0,44.0,93.6,0,NORMAL
40200,HEATING,34.59,65.0,43.9,94.8,0,NORMAL
40400,HEATING,34.83,65.0,43.9,94.1,0,NORMAL
40600,HEATING,35.06,65.0,43.9,96.5,0,NORMAL
40800,HEATING,35.29,65.0,43.9,97.0,0,NORMAL
41000,HEATING,35.54,65.0,43.9,95.3,0,NORMAL
41200,HEATING,35.77,65.0,43.8,93.1,0,NORMAL
41400,HEATING,36.05,65.0,43.8,94.0,0,NORMAL
41600,HEATING,36.26,65.0,43.8,89.0,0,NORMAL
41800,HEATING,36.5,65.0,43.8,93.3,0,NORMAL
42000,HEATING,36.72,65.0,43.8,90.2,0,NORMAL
42200,HEATING,37.0,65.0,43.7,91.4,0,NORMAL
42400,HEATING,37.25,65.0,43.7,84.9,0,NORMAL
42600,HEATING,37.44,65.0,43.7,86.8,0,NORMAL
42800,HEATING,37.65,65.0,43.7,90.4,0,NORMAL
43000,HEATING,37.86,65.0,43.7,88.1,0,NORMAL
43200,HEATING,38.08,65.0,43.6,87.9,0,NORMAL
43400,HEATING,38.3,65.0,43.6,85.8,0,NORMAL
43600,HEATING,38.52,65.0,43.6,84.5,0,NORMAL
43800,HEATING,38.72,65.0,43.6,84.5,0,NORMAL
44000,HEATING,38.9,65.0,43.6,85.0,0,NORMAL
44200,HEATING,39.08,65.0,43.5,85.5,0,NORMAL
44400,HEATING,39.29,65.0,43.5,84.7,0,NORMAL
44600,HEATING,39.52,65.0,43.5,82.6,0,NORMAL
44800,HEATING,39.74,65.0,43.5,79.3,0,NORMAL
45000,HEATING,39.96,65.0,43.5,79.6,0,NORMAL
45200,HEATING,40.15,65.0,43.4,78.2,0,NORMAL
45400,HEATING,40.34,65.0,43.4,80.5,0,NORMAL
45600,HEATING,40.52,65.0,43.4,79.4,0,NORMAL
45800,HEATING,40.74,65.0,43.4,79.8,0,NORMAL
46000,HEATING,40.86,65.0,43.4,75.3,0,NORMAL
46200,HEATING,41.01,65.0,43.3,83.2,0,NORMAL
46400,HEATING,41.18,65.0,43.3,79.6,0,NORMAL
46600,HEATING,41.35,65.0,43.3,77.9,0,NORMAL
46800,HEATING,41.48,65.0,43.3,77.0,0,NORMAL
47000,HEATING,41.67,65.0,43.3,79.5,0,NORMAL
47200,HEATING,41.81,65.0,43.2,74.2,0,NORMAL
47400,HEATING,41.97,65.0,43.2,77.8,0,NORMAL
47600,HEATING,42.14,65.0,43.2,75.6,0,NORMAL
47800,HEATING,42.25,65.0,43.2,74.2,0,NORMAL
48000,HEATING,42.41,65.0,43.2,78.2,0,NORMAL
48200,HEATING,42.58,65.0,43.1,74.1,0,NORMAL
48400,HEATING,42.71,65.0,43.1,72.2,0,NORMAL
48600,HEATING,42.81,65.0,43.1,75.0,0,NORMAL
48800,HEATING,42.97,65.0,43.1,76.9,0,NORMAL
49000,HEATING,43.08,65.0,43.1,71.6,0,NORMAL
49200,HEATING,43.21,65.0,43.0,75.5,0,NORMAL
49400,HEATING,43.36,65.0,43.0,73.1,0,NORMAL
49600,HEATING,43.46,65.0,43.0,70.9,0,NORMAL
49800,HEATING,43.63,65.0,43.0,73.9,0,NORMAL
50000,HEATING,43.72,65.0,43.0,68.6,0,NORMAL
50200,HEATING,43.88,65.0,42.9,74.1,0,NORMAL
50400,HEATING,43.98,65.0,42.9,68.5,0,NORMAL
50600,HEATING,44.06,65.0,42.9,72.6,0,NORMAL
50800,HEATING,44.15,65.0,42.9,73.0,0,NORMAL
51000,HEATING,44.31,65.0,42.9,72.8,0,NORMAL
51200,HEATING,44.45,65.0,42.8,66.3,0,NORMAL
51400,HEATING,44.56,65.0,42.8,68.0,0,NORMAL
51600,HEATING,44.71,65.0,42.8,69.0,0,NORMAL
51800,HEATING,44.84,65.0,42.8,66.0,0,NORMAL
52000,HEATING,44.91,65.0,42.8,66.6,0,NORMAL
52200,HEATING,45.06,65.0,42.7,71.1,0,NORMAL
52400,HEATING,45.2,65.0,42.7,64.6,0,NORMAL
52600,HEATING,45.29,65.0,42.7,65.0,0,NORMAL
52800,HEATING,45.38,65.0,42.7,67.7,0,NORMAL
53000,HEATING,45.47,65.0,42.7,67.8,0,NORMAL
53200,HEATING,45.59,65.0,42.6,67.6,0,NORMAL
53400,HEATING,45.71,65.0,42.6,65.0,0,NORMAL
53600,HEATING,45.79,65.0,42.6,64.4,0,NORMAL
53800,HEATING,45.84,65.0,42.6,67.2,0,NORMAL
54000,HEATING,45.98,65.0,42.6,68.8,0,NORMAL
54200,HEATING,46.02,65.0,42.5,61.4,0,NORMAL
54400,HEATING,46.11,65.0,42.5,69.5,0,NORMAL
54600,HEATING,46.18,65.0,42.5,65.3,0,NORMAL
54800,HEATING,46.26,65.0,42.5,66.0,0,NORMAL
55000,HEATING,46.31,65.0,42.5,65.4,0,NORMAL
55200,HEATING,46.4,65.0,42.4,66.9,0,NORMAL
55400,HEATING,46.44,65.0,42.4,64.1,0,NORMAL
55600,HEATING,46.51,65.0,42.4,67.2,0,NORMAL
55800,HEATING,46.62,65.0,42.4,65.6,0,NORMAL
56000,HEATING,46.67,65.0,42.4,61.8,0,NORMAL
56200,HEATING,46.73,65.0,42.3,65.4,0,NORMAL
56400,HEATING,46.77,65.0,42.3,65.0,0,NORMAL
56600,HEATING,46.83,65.0,42.3,66.2,0,NORMAL
56800,HEATING,46.87,65.0,42.3,64.4,0,NORMAL
57000,HEATING,46.96,65.0,42.3,66.0,0,NORMAL
57200,HEATING,47.02,65.0,42.2,61.9,0,NORMAL
57400,HEATING,47.07,65.0,42.2,64.1,0,NORMAL
57600,HEATING,47.19,65.0,42.2,64.4,0,NORMAL
57800,HEATING,47.22,65.0,42.2,58.5,0,NORMAL
58000,HEATING,47.25,65.0,42.2,65.3,0,NORMAL
58200,HEATING,47.32,65.0,42.1,64.9,0,NORMAL
58400,HEATING,47.41,65.0,42.1,62.2,0,NORMAL
58600,HEATING,47.47,65.0,42.1,59.8,0,NORMAL
58800,HEATING,47.52,65.0,42.1,62.6,0,NORMAL
59000,HEATING,47.62,65.0,42.1,62.6,0,NORMAL
59200,HEATING,47.66,65.0,42.0,58.2,0,NORMAL
59400,HEATING,47.73,65.0,42.0,62.9,0,NORMAL
59600,HEATING,47.81,65.0,42.0,60.9,0,NORMAL
59800,HEATING,47.85,65.0,42.0,58.7,0,NORMAL
